,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.0022675736961451248,0.09750566893424037,-0.09070294784580499,-0.24489795918367346
Mean (RCIW_1),-0.0022675736961451248,0.0,0.17006802721088435,-0.10204081632653061,-0.2834467120181406
Mean (RCIW_2),-0.09750566893424037,-0.17006802721088435,0.0,-0.25170068027210885,-0.3968253968253968
Median (RCIW_3),0.09070294784580499,0.10204081632653061,0.25170068027210885,0.0,-0.20861678004535147
Median (RMAD),0.24489795918367346,0.2834467120181406,0.3968253968253968,0.20861678004535147,0.0
