Project,Statistic,p-Value
laaber_bytebuddy-01_00_00-jmh121,1.3514657681114703,0.9687441316116853
laaber_jenetics-03_00_00-jmh121,0.7797221421965667,0.9926063822802732
laaber_xodus-01_00_05-jmh121,6.015778670761469,0.4214248663127879
laaber_zipkin-02_00_00-jmh121,1.0791931460045543,0.9824312622105908
