m_id,n,ns_per_op,it_setup,fork_setup,it_pos,fork_pos,b_name
0,33095.0,41.667442211814475,20,3,1,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
1,24655.0,46.663273169742446,20,3,2,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
2,29312.0,41.62653520742358,20,3,3,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
3,29337.0,41.73272659099431,20,3,4,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
4,29264.0,43.03133542919628,20,3,5,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
5,24490.0,45.53021641486321,20,3,6,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
6,29317.0,41.35576627895078,20,3,7,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
7,24483.0,45.62655720295715,20,3,8,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
8,28691.0,42.81123000243979,20,3,9,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
9,24487.0,45.20308735247274,20,3,10,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
10,27585.0,43.20010875475802,20,3,11,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
11,27561.0,45.82921519538478,20,3,12,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
12,29270.0,42.99972668261018,20,3,13,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
13,28978.0,44.68462281730968,20,3,14,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
14,24487.0,45.366316821170415,20,3,15,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
15,29266.0,43.23552928312718,20,3,16,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
16,27565.0,44.543297660076185,20,3,17,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
17,27555.0,42.99335873707131,20,3,18,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
18,29702.0,41.55551814692613,20,3,19,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
19,29327.0,41.391755038019575,20,3,20,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10
20,25604.0,43.775894391501325,20,3,1,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
21,27591.0,41.94632307636548,20,3,2,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
22,26542.0,42.54249868133524,20,3,3,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
23,26540.0,42.56755840241146,20,3,4,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
24,29306.0,40.25435064491913,20,3,5,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
25,25572.0,42.986430470827464,20,3,6,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
26,25588.0,44.82921682038455,20,3,7,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
27,25420.0,46.05216365066877,20,3,8,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
28,26556.0,42.60539990962494,20,3,9,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
29,26360.0,45.341881638846736,20,3,10,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
30,27586.0,43.408250561879214,20,3,11,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
31,27055.0,42.260691184623916,20,3,12,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
32,24261.0,43.98178145995631,20,3,13,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
33,27366.0,42.17276912957685,20,3,14,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
34,25580.0,42.957584050039095,20,3,15,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
35,26547.0,42.42347534561344,20,3,16,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
36,26541.0,43.88312422290042,20,3,17,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
37,27043.0,42.1733535480531,20,3,18,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
38,25583.0,42.94605792909354,20,3,19,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
39,24258.0,43.90530958858933,20,3,20,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15
40,23984.0,74.96510173448966,20,3,1,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
41,24920.0,71.29289727126806,20,3,2,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
42,22894.0,74.63116973879619,20,3,3,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
43,23873.0,72.91886231307335,20,3,4,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
44,30965.0,64.5249798159212,20,3,5,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
45,31593.0,38.882632228658245,20,3,6,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
46,29007.0,65.85606922466991,20,3,7,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
47,27480.0,68.51612081513828,20,3,8,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
48,32737.0,62.04423129791979,20,3,9,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
49,31304.0,38.669978277536416,20,3,10,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
50,22897.0,74.53644582259685,20,3,11,1,org.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160
