,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,-0.1525312294543064,-0.05982905982905983,-0.16436554898093358,-0.12097304404996713,0.084155161078238,-0.10453648915187377
Median (CV),0.1525312294543064,0.0,0.0973044049967127,-0.005259697567389875,0.040105193951347796,0.23339907955292571,0.034845496383957925
Mean (RCIW_1),0.05982905982905983,-0.0973044049967127,0.0,-0.11045364891518737,-0.06180144641683103,0.15384615384615385,-0.04667981591058514
Mean (RCIW_2),0.16436554898093358,0.005259697567389875,0.11045364891518737,0.0,0.04865220249835635,0.25312294543063774,0.045364891518737675
Median (RCIW_3),0.12097304404996713,-0.040105193951347796,0.06180144641683103,-0.04865220249835635,0.0,0.21893491124260356,0.009204470742932281
Mean (RMAD),-0.084155161078238,-0.23339907955292571,-0.15384615384615385,-0.25312294543063774,-0.21893491124260356,0.0,-0.1702827087442472
Median (RMAD),0.10453648915187377,-0.034845496383957925,0.04667981591058514,-0.045364891518737675,-0.009204470742932281,0.1702827087442472,0.0
