Project,Statistic,p-Value
laaber_bytebuddy-01_10_07-jmh121,1.1031968222607014,0.9813960877957596
laaber_jenetics-05_02_00-jmh121,1.8618830068937673,0.9319526822911817
laaber_xodus-01_03_23-jmh121,3.192277123204859,0.784355908406363
laaber_zipkin-02_21_00-jmh121,3.2907121325507798,0.7715736489935641
