,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.08357968288094599,0.08357968288094599,0.08357968288094599,-0.30260682612201023
Mean (RCIW_1),-0.08357968288094599,0.0,0.0002687449610319806,-0.0002687449610319806,-0.3877989787691481
Mean (RCIW_2),-0.08357968288094599,-0.0002687449610319806,0.0,-0.0002687449610319806,-0.388873958613276
Median (RCIW_3),-0.08357968288094599,0.0002687449610319806,0.0002687449610319806,0.0,-0.38672399892502013
Median (RMAD),0.30260682612201023,0.3877989787691481,0.388873958613276,0.38672399892502013,0.0
