Project,Statistic,p-Value
laaber_bytebuddy-01_10_07-jmh121,8.741714413456615,0.18863337357105092
laaber_jenetics-05_02_00-jmh121,7.760375955770826,0.25618969969921723
laaber_xodus-01_03_23-jmh121,6.71043009809859,0.3484584296902325
laaber_zipkin-02_21_00-jmh121,6.4324221389205105,0.37653074230567624
