File,Instability Functions,Execution Time
prometheus-v0.35.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.14175081253051758
prometheus-v0.35.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.4138216972351074
prometheus-v0.35.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.22778534889221191
prometheus-v0.35.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",0.8565084934234619
prometheus-v0.35.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.5042581558227539
prometheus-v0.36.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.14499139785766602
prometheus-v0.36.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.39367127418518066
prometheus-v0.36.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.2295522689819336
prometheus-v0.36.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.046142339706421
prometheus-v0.36.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.47693848609924316
prometheus-v0.37.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.1394188404083252
prometheus-v0.37.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.3974752426147461
prometheus-v0.37.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.23374009132385254
prometheus-v0.37.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.0607411861419678
prometheus-v0.37.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.4635162353515625
prometheus-v0.38.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.13876581192016602
prometheus-v0.38.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.39569687843322754
prometheus-v0.38.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.22202038764953613
prometheus-v0.38.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.0305323600769043
prometheus-v0.38.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.496448278427124
prometheus-v0.39.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.12943124771118164
prometheus-v0.39.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.37842345237731934
prometheus-v0.39.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.21998238563537598
prometheus-v0.39.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.0024104118347168
prometheus-v0.39.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.4835789203643799
toml-v2.0.1.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.1497635841369629
toml-v2.0.1.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.4418449401855469
toml-v2.0.1.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.25432395935058594
toml-v2.0.1.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.1017329692840576
toml-v2.0.1.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.5492653846740723
toml-v2.0.2.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.1506803035736084
toml-v2.0.2.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.43663597106933594
toml-v2.0.2.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.2591278553009033
toml-v2.0.2.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",0.9891452789306641
toml-v2.0.2.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.5326416492462158
toml-v2.0.3.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.15973138809204102
toml-v2.0.3.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.4440162181854248
toml-v2.0.3.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.2517211437225342
toml-v2.0.3.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",0.9846444129943848
toml-v2.0.3.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.5322649478912354
toml-v2.0.4.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.17455530166625977
toml-v2.0.4.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.43816375732421875
toml-v2.0.4.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.2594723701477051
toml-v2.0.4.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.1692006587982178
toml-v2.0.4.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.5627117156982422
toml-v2.0.5.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.15039849281311035
toml-v2.0.5.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.45453691482543945
toml-v2.0.5.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.23909902572631836
toml-v2.0.5.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",1.1405029296875
toml-v2.0.5.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.5431051254272461
zap-v1.19.1.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.08319354057312012
zap-v1.19.1.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.25249767303466797
zap-v1.19.1.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.15177392959594727
zap-v1.19.1.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",0.6745762825012207
zap-v1.19.1.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.32114577293395996
zap-v1.20.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.09144854545593262
zap-v1.20.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.2651975154876709
zap-v1.20.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.1667478084564209
zap-v1.20.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",0.6781721115112305
zap-v1.20.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.342146635055542
zap-v1.21.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.09695982933044434
zap-v1.21.0.csv,"(<function rmad at 0x7debe1e48ae0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.2667551040649414
zap-v1.21.0.csv,"(<function rciw_mean_p at 0x7debe1e48b80>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.16141724586486816
zap-v1.21.0.csv,"(<function rciw_mean_t at 0x7debe1e48e00>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe1e48ea0>)",0.7060136795043945
zap-v1.21.0.csv,"(<function rciw_median_p at 0x7debe1e48cc0>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe1e48d60>)",0.3394441604614258
zap-v1.22.0.csv,"(<function cv at 0x7debe1e48a40>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe1e48c20>)",0.0975344181060791
