m_id,n,ns_per_op,bed_setup,it_setup,sr_setup,ir_setup,bed_pos,it_pos,sr_pos,ir_pos,b_name
1,1948,556697.0,5,5,3,3,1,1,1,1,BenchmarkParseText
2,2062,551024.0,5,5,3,3,2,1,1,1,BenchmarkParseText
3,2098,551371.0,5,5,3,3,3,1,1,1,BenchmarkParseText
4,2070,554013.0,5,5,3,3,4,1,1,1,BenchmarkParseText
5,2068,551973.0,5,5,3,3,5,1,1,1,BenchmarkParseText
6,2080,553062.0,5,5,3,3,1,2,1,1,BenchmarkParseText
7,2073,555408.0,5,5,3,3,2,2,1,1,BenchmarkParseText
8,2128,553451.0,5,5,3,3,3,2,1,1,BenchmarkParseText
9,2002,553582.0,5,5,3,3,4,2,1,1,BenchmarkParseText
10,2104,552525.0,5,5,3,3,5,2,1,1,BenchmarkParseText
11,2104,555988.0,5,5,3,3,1,3,1,1,BenchmarkParseText
12,2148,553039.0,5,5,3,3,2,3,1,1,BenchmarkParseText
13,2108,551372.0,5,5,3,3,3,3,1,1,BenchmarkParseText
14,2095,551342.0,5,5,3,3,4,3,1,1,BenchmarkParseText
15,2104,551064.0,5,5,3,3,5,3,1,1,BenchmarkParseText
16,2077,557294.0,5,5,3,3,1,4,1,1,BenchmarkParseText
17,2061,550056.0,5,5,3,3,2,4,1,1,BenchmarkParseText
18,1909,555055.0,5,5,3,3,3,4,1,1,BenchmarkParseText
19,1962,556350.0,5,5,3,3,4,4,1,1,BenchmarkParseText
20,2133,554721.0,5,5,3,3,5,4,1,1,BenchmarkParseText
21,2109,552098.0,5,5,3,3,1,5,1,1,BenchmarkParseText
22,1944,553539.0,5,5,3,3,2,5,1,1,BenchmarkParseText
23,2058,553967.0,5,5,3,3,3,5,1,1,BenchmarkParseText
24,2035,552990.0,5,5,3,3,4,5,1,1,BenchmarkParseText
25,2012,557134.0,5,5,3,3,5,5,1,1,BenchmarkParseText
26,2006,579812.0,5,5,3,3,1,1,2,1,BenchmarkParseText
27,2068,573447.0,5,5,3,3,2,1,2,1,BenchmarkParseText
28,2055,577685.0,5,5,3,3,3,1,2,1,BenchmarkParseText
29,1978,577189.0,5,5,3,3,4,1,2,1,BenchmarkParseText
30,2043,578648.0,5,5,3,3,5,1,2,1,BenchmarkParseText
31,2023,570165.0,5,5,3,3,1,2,2,1,BenchmarkParseText
32,2011,574792.0,5,5,3,3,2,2,2,1,BenchmarkParseText
33,1879,577969.0,5,5,3,3,3,2,2,1,BenchmarkParseText
34,1884,572625.0,5,5,3,3,4,2,2,1,BenchmarkParseText
35,1989,574772.0,5,5,3,3,5,2,2,1,BenchmarkParseText
36,1966,575508.0,5,5,3,3,1,3,2,1,BenchmarkParseText
37,1974,582821.0,5,5,3,3,2,3,2,1,BenchmarkParseText
38,1964,584689.0,5,5,3,3,3,3,2,1,BenchmarkParseText
39,1964,579981.0,5,5,3,3,4,3,2,1,BenchmarkParseText
40,2017,580083.0,5,5,3,3,5,3,2,1,BenchmarkParseText
41,1934,576528.0,5,5,3,3,1,4,2,1,BenchmarkParseText
42,1940,574838.0,5,5,3,3,2,4,2,1,BenchmarkParseText
43,1989,575608.0,5,5,3,3,3,4,2,1,BenchmarkParseText
44,1884,583643.0,5,5,3,3,4,4,2,1,BenchmarkParseText
45,2048,577715.0,5,5,3,3,5,4,2,1,BenchmarkParseText
46,2072,551649.0,5,5,3,3,1,5,2,1,BenchmarkParseText
47,2061,553313.0,5,5,3,3,2,5,2,1,BenchmarkParseText
48,1994,551994.0,5,5,3,3,3,5,2,1,BenchmarkParseText
49,1976,554938.0,5,5,3,3,4,5,2,1,BenchmarkParseText
50,2061,552855.0,5,5,3,3,5,5,2,1,BenchmarkParseText
51,2101,558585.0,5,5,3,3,1,1,3,1,BenchmarkParseText
52,2082,555664.0,5,5,3,3,2,1,3,1,BenchmarkParseText
53,2068,563484.0,5,5,3,3,3,1,3,1,BenchmarkParseText
54,2058,558609.0,5,5,3,3,4,1,3,1,BenchmarkParseText
55,2110,559238.0,5,5,3,3,5,1,3,1,BenchmarkParseText
56,2104,554882.0,5,5,3,3,1,2,3,1,BenchmarkParseText
57,1978,551570.0,5,5,3,3,2,2,3,1,BenchmarkParseText
58,2077,553375.0,5,5,3,3,3,2,3,1,BenchmarkParseText
59,2106,553334.0,5,5,3,3,4,2,3,1,BenchmarkParseText
60,1964,551936.0,5,5,3,3,5,2,3,1,BenchmarkParseText
61,2035,551811.0,5,5,3,3,1,3,3,1,BenchmarkParseText
62,2056,551287.0,5,5,3,3,2,3,3,1,BenchmarkParseText
63,2076,557374.0,5,5,3,3,3,3,3,1,BenchmarkParseText
64,2011,552428.0,5,5,3,3,4,3,3,1,BenchmarkParseText
65,2018,555902.0,5,5,3,3,5,3,3,1,BenchmarkParseText
66,2032,557781.0,5,5,3,3,1,4,3,1,BenchmarkParseText
67,1974,560937.0,5,5,3,3,2,4,3,1,BenchmarkParseText
68,1965,566224.0,5,5,3,3,3,4,3,1,BenchmarkParseText
69,1906,561360.0,5,5,3,3,4,4,3,1,BenchmarkParseText
70,1968,558797.0,5,5,3,3,5,4,3,1,BenchmarkParseText
71,2029,551342.0,5,5,3,3,1,5,3,1,BenchmarkParseText
72,2115,553291.0,5,5,3,3,2,5,3,1,BenchmarkParseText
73,2026,551463.0,5,5,3,3,3,5,3,1,BenchmarkParseText
74,2074,555198.0,5,5,3,3,4,5,3,1,BenchmarkParseText
75,2124,553082.0,5,5,3,3,5,5,3,1,BenchmarkParseText
76,1864,627980.0,5,5,3,3,1,1,1,1,BenchmarkParseTextGzip
77,1916,622288.0,5,5,3,3,2,1,1,1,BenchmarkParseTextGzip
78,1828,621315.0,5,5,3,3,3,1,1,1,BenchmarkParseTextGzip
79,1838,624824.0,5,5,3,3,4,1,1,1,BenchmarkParseTextGzip
80,1800,624431.0,5,5,3,3,5,1,1,1,BenchmarkParseTextGzip
