Benchmark,Config,Instability,Time,Average,CI Lower,CI Upper
org.jenetics.util.RandomEnginePerf.ThreadLocalRandomPerf.nextDouble,"(3, 20)",0.030844127128101792,60,38.86222606231282,38.49112199034225,39.28731125905849
org.jenetics.util.RandomEnginePerf.ThreadLocalRandomPerf.nextFloat,"(3, 20)",0.016426493720027417,60,37.70912257842009,37.50555428725928,37.92138793684733
org.jenetics.util.RandomEnginePerf.ThreadLocalRandomPerf.nextInt,"(3, 20)",0.041622264477503015,60,36.90729163282079,36.400205029956616,37.4196037423552
org.jenetics.util.RandomEnginePerf.ThreadLocalRandomPerf.nextLong,"(3, 20)",0.028120685655672332,60,36.64010547235285,36.291219714970225,36.98625440654408
org.jenetics.util.SeqPerf.forEachLoopSeq,"(3, 20)",0.012890132531028059,60,1117.3790940095366,1113.0116551693964,1122.5810778912746
org.jenetics.util.SeqPerf.forLoopArray,"(3, 20)",0.006812427278299502,60,729.2496734729789,727.7703203561731,731.0673352140465
org.jenetics.util.SeqPerf.forLoopSeq,"(3, 20)",0.006036666862491031,60,1085.1491117559935,1083.1486802696006,1087.4974429333265
org.jenetics.util.SeqPerf.getFromArray,"(3, 20)",0.046332600763346506,60,35.297427597513106,34.78809288338475,35.86979180839908
org.jenetics.util.SeqPerf.getFromSeq,"(3, 20)",0.01999599884477507,60,37.360662715889376,37.141997528799095,37.62858865287943
org.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf20,"(3, 20)",0.04035919772619391,60,44.294321034589494,43.70621048961977,44.877503205382986
org.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf250,"(3, 20)",0.03279918307635703,60,130.36348553983305,129.00134765363563,131.85305558026158
org.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf40,"(3, 20)",0.0409429427553298,60,49.588362787675194,48.92993795364046,50.262862048547184
org.jenetics.ProbabilitySelectorIndexOfPerf.serialIndexOf80,"(3, 20)",0.10232716518477787,60,64.98482359813484,63.02230764738412,67.36861869804046
org.jenetics.internal.util.IndexSorterPerf.heapSort160,"(3, 20)",0.022554923510858024,60,11668.485299662098,11584.869767138418,11753.222067111104
