m_id,n,ns_per_op,it_setup,fork_setup,it_pos,fork_pos,b_name
0,39398.0,42.36585613482918,20,3,1,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
1,20873.0,38.538542614861306,20,3,2,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
2,21225.0,39.72051825677267,20,3,3,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
3,21195.0,37.25869308799245,20,3,4,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
4,39594.0,39.41609839874729,20,3,5,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
5,21148.0,40.06653111405334,20,3,6,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
6,21195.0,38.28016041519226,20,3,7,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
7,21257.0,37.697370278026064,20,3,8,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
8,21258.0,38.23210085614827,20,3,9,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
9,21276.0,38.05132543711224,20,3,10,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
10,21235.0,37.46729456086649,20,3,11,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
11,21214.0,38.75638729141133,20,3,12,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
12,21196.0,37.9292791092659,20,3,13,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
13,21154.0,39.775361633733574,20,3,14,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
14,21191.0,39.977018545608985,20,3,15,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
15,39763.0,39.79176621482282,20,3,16,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
16,21012.0,38.369455549209974,20,3,17,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
17,21071.0,38.931849461344974,20,3,18,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
18,21171.0,38.43436776722876,20,3,19,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
19,21124.0,38.0836962696459,20,3,20,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline
20,1230.0,811251.9284552846,20,3,1,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
21,1107.0,902082.9485094851,20,3,2,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
22,1214.0,822229.8253706754,20,3,3,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
23,1237.0,807234.8455941795,20,3,4,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
24,1292.0,773001.9071207431,20,3,5,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
25,1028.0,970827.7042801556,20,3,6,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
26,1263.0,790476.9216152019,20,3,7,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
27,1319.0,756675.4450341167,20,3,8,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
28,1091.0,914809.3125572869,20,3,9,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
29,1153.0,866049.9982653946,20,3,10,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
30,1331.0,749952.6731780616,20,3,11,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
31,1312.0,760581.4634146341,20,3,12,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
32,1014.0,984511.368836292,20,3,13,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
33,1224.0,815723.9215686275,20,3,14,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
34,1316.0,758367.7082066869,20,3,15,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
35,1227.0,814053.294213529,20,3,16,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
36,1221.0,817496.6879606879,20,3,17,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
37,1232.0,810579.1168831169,20,3,18,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
38,1312.0,761601.5609756098,20,3,19,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
39,1255.0,796767.4645418327,20,3,20,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized
40,384.0,2604074.6666666665,20,3,1,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
41,361.0,2772436.033240997,20,3,2,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
42,325.0,3076310.252307692,20,3,3,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
43,357.0,2802593.344537815,20,3,4,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
44,393.0,2543730.6463104323,20,3,5,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
45,379.0,2638883.124010554,20,3,6,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
46,320.0,3130073.6,20,3,7,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
47,360.0,2779101.8666666667,20,3,8,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
48,317.0,3153338.548895899,20,3,9,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
49,337.0,2970560.189910979,20,3,10,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
50,435.0,2296594.243678161,20,3,11,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
51,370.0,2699850.724324324,20,3,12,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
52,318.0,3145225.6603773586,20,3,13,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
53,312.0,3208690.871794872,20,3,14,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
54,395.0,2530778.4101265823,20,3,15,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
55,412.0,2428470.6796116503,20,3,16,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
56,342.0,2926544.0935672517,20,3,17,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
57,354.0,2829040.0903954804,20,3,18,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
58,323.0,3095967.306501548,20,3,19,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
59,320.0,3125824.0,20,3,20,1,net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAccessor
