,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.18431688687549702,0.3127655916539142,0.20121633763423485,-0.2701172293843164
Mean (RCIW_1),-0.18431688687549702,0.0,0.15434220142410282,0.02623794946688788,-0.4688768347276484
Mean (RCIW_2),-0.3127655916539142,-0.15434220142410282,0.0,-0.11714737173992415,-0.5967593489780929
Median (RCIW_3),-0.20121633763423485,-0.02623794946688788,0.11714737173992415,0.0,-0.4695900403927127
Median (RMAD),0.2701172293843164,0.4688768347276484,0.5967593489780929,0.4695900403927127,0.0
