,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,-0.015587207739854878,-0.09217952163396936,-0.12174146734748724,-0.030905670518677774
Mean (RCIW_1),0.015587207739854878,0.0,-0.06208008599838753,-0.11636656812684762,-0.041655468959957004
Mean (RCIW_2),0.09217952163396936,0.06208008599838753,0.0,-0.06638000537489921,0.011018543402311207
Median (RCIW_3),0.12174146734748724,0.11636656812684762,0.06638000537489921,0.0,0.04407417360924483
Median (RMAD),0.030905670518677774,0.041655468959957004,-0.011018543402311207,-0.04407417360924483,0.0
