,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,0.26749039693479515,0.0037130434624130285,0.0037130434624130285,0.26749039693479515,0.0037130434624130285,0.26749039693479515
Median (CV),-0.26749039693479515,0.0,-0.26405801873410245,-0.26405801873410245,0.0,-0.26405801873410245,0.0
Mean (RCIW_1),-0.0037130434624130285,0.26405801873410245,0.0,0.0,0.26405801873410245,0.0,0.26405801873410245
Mean (RCIW_2),-0.0037130434624130285,0.26405801873410245,0.0,0.0,0.26405801873410245,0.0,0.26405801873410245
Median (RCIW_3),-0.26749039693479515,0.0,-0.26405801873410245,-0.26405801873410245,0.0,-0.26405801873410245,0.0
Mean (RMAD),-0.0037130434624130285,0.26405801873410245,0.0,0.0,0.26405801873410245,0.0,0.26405801873410245
Median (RMAD),-0.26749039693479515,0.0,-0.26405801873410245,-0.26405801873410245,0.0,-0.26405801873410245,0.0
