Benchmark,Config,Instability,Time,Average,CI Lower,CI Upper
BenchmarkParseText,"(3, 5, 5)",0.011318124470527952,75,560684.48,557562.9333333333,563987.6027333334
BenchmarkParseTextGzip,"(3, 5, 5)",0.011193387361422183,75,633351.2133333334,629883.3969333332,637242.3007333333
BenchmarkParseProto,"(3, 5, 5)",0.013936882647600998,75,162598.92,161519.15946666666,163812.7556
BenchmarkParseProtoGzip,"(3, 5, 5)",0.0047090252511350975,75,222238.98666666666,221747.33980000002,222779.36626666665
BenchmarkParseProtoMap,"(3, 5, 5)",0.014804701461408571,75,170149.08,168903.81273333333,171487.20226666666
BenchmarkDiscriminatorHTTPHeader,"(3, 5, 5)",0.012370243707521014,75,7107.426666666666,7065.9462,7153.094133333333
BenchmarkOpenMetricsCreate,"(3, 5, 5)",0.002542633126429388,75,7142.333333333333,7134.133333333333,7152.2536666666665
BenchmarkCreate,"(3, 5, 5)",0.0023670423657601784,75,6759.546666666667,6752.24,6768.053533333334
BenchmarkCreateBuildInfo,"(3, 5, 5)",0.0068692782363227525,75,322.59866666666665,321.52264666666673,323.7200133333334
BenchmarkTextParse,"(3, 5, 5)",0.01059932044931561,75,201289.86666666667,200285.33073333334,202403.15486666665
BenchmarkParseError,"(3, 5, 5)",0.00902798756231936,75,57536.986666666664,57300.065,57820.1068
BenchmarkLabelNames,"(3, 5, 5)",0.008926065156928788,75,279.4893333333333,278.2893199999999,280.80134000000004
BenchmarkLabelValues,"(3, 5, 5)",0.00896184837616055,75,271.3733333333334,270.2146466666666,272.68536
BenchmarkMetric,"(3, 5, 5)",0.0031241403701811675,75,1357.1733333333334,1355.04,1359.4668
BenchmarkLabelToSignatureScalar,"(3, 5, 5)",0.0006004837315795665,75,2.3759733333333326,2.37528,2.3767066666666663
BenchmarkLabelToSignatureSingle,"(3, 5, 5)",0.006231969055272762,75,148.91066666666669,148.46396666666666,149.39866666666666
BenchmarkLabelToSignatureDouble,"(3, 5, 5)",0.004815057265433843,75,246.4546666666666,245.87999333333332,247.07335333333333
BenchmarkLabelToSignatureTriple,"(3, 5, 5)",0.003456660502047762,75,319.3853333333333,318.8373333333334,319.992
BenchmarkMetricToFingerprintScalar,"(3, 5, 5)",0.001096899053766593,75,2.115053333333333,2.1138532666666663,2.116226666666667
BenchmarkMetricToFingerprintSingle,"(3, 5, 5)",0.006754278455193406,75,149.04133333333334,148.55599333333333,149.57066666666665
BenchmarkMetricToFingerprintDouble,"(3, 5, 5)",0.005241676023492944,75,246.99733333333333,246.3733266666667,247.64933333333335
BenchmarkMetricToFingerprintTriple,"(3, 5, 5)",0.0024375880623973174,75,318.9026666666667,318.54,319.29733999999996
BenchmarkMetricToFastFingerprintScalar,"(3, 5, 5)",0.0009698157871411784,75,2.557186666666667,2.5560533333333337,2.5585066666666667
BenchmarkMetricToFastFingerprintSingle,"(3, 5, 5)",0.00470968339648866,75,65.48253333333332,65.33453133333335,65.63333866666666
BenchmarkMetricToFastFingerprintDouble,"(3, 5, 5)",0.0027353092749447935,75,100.90266666666669,100.76132666666668,101.03466666666667
BenchmarkMetricToFastFingerprintTriple,"(3, 5, 5)",0.0015572858731921838,75,131.85333333333332,131.7466666666667,131.95334000000003
BenchmarkEmptyLabelSignature,"(3, 5, 5)",0.22204935758809283,75,4.192533333333333e-05,3.757465333333333e-05,4.7062773333333315e-05
BenchmarkMetricToFastFingerprintTripleConc1,"(3, 5, 5)",0.05601362411418286,75,133.5866666666667,130.76000000000002,138.24933333333334
BenchmarkMetricToFastFingerprintTripleConc2,"(3, 5, 5)",0.002165793147182651,75,99.24093333333334,99.13999866666667,99.35626666666666
BenchmarkMetricToFastFingerprintTripleConc4,"(3, 5, 5)",0.0016019699309358035,75,99.21159999999999,99.133996,99.2988
BenchmarkMetricToFastFingerprintTripleConc8,"(3, 5, 5)",0.001578575052820218,75,99.33093333333333,99.25413333333336,99.416402
