,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.005202913631633715,-0.018730489073881373,-0.2757544224765869,-0.3007284079084287
Mean (RCIW_1),-0.005202913631633715,0.0,-0.022892819979188347,-0.2778355879292404,-0.3090530697190427
Mean (RCIW_2),0.018730489073881373,0.022892819979188347,0.0,-0.3298647242455775,-0.3548387096774194
Median (RCIW_3),0.2757544224765869,0.2778355879292404,0.3298647242455775,0.0,-0.09157127991675339
Median (RMAD),0.3007284079084287,0.3090530697190427,0.3548387096774194,0.09157127991675339,0.0
