,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.06857142857142857,0.06857142857142857,0.08244897959183674,0.035918367346938776
Mean (RCIW_1),-0.06857142857142857,0.0,0.008979591836734694,0.008979591836734694,-0.04897959183673469
Mean (RCIW_2),-0.06857142857142857,-0.008979591836734694,0.0,0.007346938775510204,-0.037551020408163265
Median (RCIW_3),-0.08244897959183674,-0.008979591836734694,-0.007346938775510204,0.0,-0.044897959183673466
Median (RMAD),-0.035918367346938776,0.04897959183673469,0.037551020408163265,0.044897959183673466,0.0
