m_id,n,ns_per_op,it_pos,fork_pos,b_name
0,32773.0,513.405669300949,1,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
1,32836.0,444.77311487391887,2,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
2,32777.0,455.32962138084633,3,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
3,32761.0,332.3094533133909,4,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
4,32809.0,359.89670517236124,5,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
5,32743.0,525.2617658736218,6,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
6,33066.0,640.4090606665457,7,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
7,32745.0,47295.76002443121,8,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
8,32763.0,413.1092696029057,9,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
9,32890.0,366.2324414715719,10,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
10,32804.0,354.21786977197905,11,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
11,32781.0,353.9205942466673,12,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
12,32768.0,432.3745422363281,13,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
13,32815.0,333.6005180557672,14,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
14,32831.0,362.76461271359386,15,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
15,32871.0,358.79571658909066,16,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
16,32792.0,242.36795559892656,17,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
17,32775.0,244.25409610983985,18,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
18,32837.0,88214.73654718763,19,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
19,32915.0,583.1698617651526,20,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latency
20,35059.0,33.02800992612453,1,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
21,35107.0,34.00019939043496,2,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
22,35150.0,35.28153627311522,3,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
23,35104.0,34.033671376481315,4,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
24,34844.0,35.26552634599931,5,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
25,35019.0,33.892172820468886,6,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
26,34925.0,38.39785254115963,7,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
27,34776.0,34.783183804922935,8,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
28,34959.0,32.838725363997824,9,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
29,34987.0,34.20324692028468,10,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
30,35097.0,32.84901843462404,11,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
31,35070.0,37.10613059595096,12,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
32,35040.0,33.03461757990868,13,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
33,35005.0,34.99251535494929,14,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
34,35062.0,35.720095830243565,15,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
35,35072.0,32.98990647810219,16,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
36,35109.0,33.37733914380928,17,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
37,35158.0,34.241424426872975,18,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
38,34823.0,33.61051603825058,19,1,org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.latencyBaseline
