m_id,n,ns_per_op,it_pos,fork_pos,b_name
0,13.0,77392974.76923077,1,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
1,14.0,76321353.14285715,2,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
2,14.0,75909412.57142857,3,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
3,12.0,83427328.0,4,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
4,14.0,72726235.42857143,5,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
5,15.0,66698171.73333333,6,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
6,16.0,66097152.0,7,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
7,15.0,69555541.33333333,8,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
8,11.0,94645899.63636364,9,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
9,11.0,93216023.27272728,10,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
10,13.0,82615689.84615384,11,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
11,13.0,78814601.84615384,12,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
12,14.0,72492178.28571428,13,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
13,15.0,67379746.13333334,14,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
14,15.0,70385664.0,15,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
15,14.0,72440685.71428572,16,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
16,14.0,74823387.42857143,17,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
17,13.0,79127158.15384616,18,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
18,13.0,78149159.38461539,19,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
19,13.0,77776108.3076923,20,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
20,17.0,60455032.47058824,1,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_lazy_ec
