m_id,n,ns_per_op,it_pos,fork_pos,b_name
0,48957.0,157.32873746348838,1,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
1,49046.0,157.7946825429189,2,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
2,48990.0,155.52723004694835,3,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
3,48978.0,153.05055330964922,4,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
4,48894.0,160.01319180267518,5,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
5,48960.0,158.55737336601308,6,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
6,49059.0,149.21606636906583,7,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
7,48972.0,157.8283917340521,8,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
8,48992.0,157.60056743958197,9,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
9,49014.0,156.69235320520667,10,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
10,49022.0,161.0483864387418,11,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
11,49091.0,154.0019759222668,12,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
12,49017.0,169.35555011526614,13,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
13,49054.0,166.68088229298326,14,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
14,49038.0,160.91783922672212,15,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
15,49086.0,153.60656806421383,16,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
16,49097.0,158.6143756237652,17,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
17,49141.0,152.99822958425756,18,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
18,49108.0,150.7565162498982,19,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
19,49121.0,172.8710327558478,20,1,org.jctools.jmh.baseline.BaselinePingPong.pingpong
20,21665.0,34.65811216247403,1,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
21,21736.0,36.84362348178138,2,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
22,21692.0,34.22911672505993,3,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
23,21353.0,34.29082564510841,4,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
24,21679.0,35.860556298722265,5,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
25,21626.0,34.75691297512254,6,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
26,21760.0,38.41875,7,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
27,21636.0,34.39420410427066,8,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
28,21626.0,34.52686580967354,9,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
29,21609.0,36.40112915914665,10,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
30,21725.0,34.885385500575374,11,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
31,21832.0,34.676438255771345,12,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
32,21638.0,34.72696182641649,13,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
33,21656.0,34.272257111193206,14,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
34,21662.0,38.585449173668174,15,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
35,21554.0,34.176765333580775,16,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
36,21778.0,34.6023509964184,17,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
37,21725.0,33.81638665132336,18,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
38,21652.0,34.17919822649178,19,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
39,21982.0,36.13379128377763,20,1,org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll
1020,67660.0,543.7563996452852,1,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1021,68263.0,539.388585324407,2,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1022,68181.0,539.3173758085097,3,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1023,68258.0,539.9936710715227,4,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1024,67522.0,537.466514617458,5,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1025,67423.0,539.2505673138246,6,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1026,67625.0,536.0502624768947,7,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1027,67633.0,537.8066919994677,8,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1028,67572.0,535.872787545137,9,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1029,67574.0,538.3162162962086,10,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1030,67467.0,538.9443135162376,11,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1031,67550.0,540.6565655070318,12,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1032,67503.0,538.1059952890982,13,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1033,67392.0,539.0611051756885,14,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1034,67454.0,536.2758768938833,15,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1035,67454.0,536.6647937853945,16,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1036,67427.0,533.8325151645483,17,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1037,67571.0,542.4394932737417,18,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1038,67474.0,539.7916086196165,19,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1039,67625.0,536.9328798521257,20,1,org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring
1040,51016.0,342.6764544456641,1,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1041,51362.0,337.85216697169113,2,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1042,51400.0,338.35036964980543,3,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1043,51371.0,337.64818672013394,4,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1044,51389.0,339.38292241530286,5,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1045,51371.0,338.6003776449748,6,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1046,51337.0,339.18544129964744,7,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1047,51350.0,336.14358325219087,8,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1048,51329.0,339.772253501919,9,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1049,51368.0,338.8749805326273,10,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1050,51384.0,336.2581932118948,11,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1051,51322.0,339.61024511905225,12,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1052,51425.0,342.0942343218279,13,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1053,51335.0,339.491224310899,14,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1054,51388.0,341.6002179497159,15,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1055,51362.0,339.790214555508,16,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
1056,51342.0,339.7068676716918,17,1,org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring
