m_id,n,ns_per_op,it_pos,fork_pos,b_name
0,13.0,77004800.0,1,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
1,13.0,77211490.46153846,2,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
2,13.0,78058417.23076923,3,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
3,15.0,70394402.13333334,4,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
4,15.0,70477414.4,5,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
5,14.0,71958528.0,6,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
6,14.0,75502153.14285715,7,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
7,14.0,76649033.14285715,8,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
8,13.0,78491963.07692307,9,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
9,15.0,70250222.93333334,10,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
10,14.0,75141705.14285715,11,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
11,14.0,74659547.42857143,12,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
12,15.0,70695867.73333333,13,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
13,14.0,75394486.85714285,14,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
14,11.0,92739397.8181818,15,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
15,12.0,89838933.33333333,16,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
16,14.0,74893604.57142857,17,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
17,15.0,66615159.46666667,18,1,org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec
