,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.06448979591836734,0.3355102040816327,0.011428571428571429,0.0
Mean (RCIW_1),-0.06448979591836734,0.0,0.31265306122448977,-0.052244897959183675,-0.0636734693877551
Mean (RCIW_2),-0.3355102040816327,-0.31265306122448977,0.0,-0.3795918367346939,-0.3746938775510204
Median (RCIW_3),-0.011428571428571429,0.052244897959183675,0.3795918367346939,0.0,-0.015510204081632653
Median (RMAD),0.0,0.0636734693877551,0.3746938775510204,0.015510204081632653,0.0
