,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.036717671148077016,0.04303899938096221,0.03667402104728496,-0.27762257741940605
Mean (RCIW_1),-0.036717671148077016,0.0,0.006547515118807638,-8.730020158410184e-05,-0.32049491277916226
Mean (RCIW_2),-0.04303899938096221,-0.006547515118807638,0.0,-0.006555451500769829,-0.33268122728210664
Median (RCIW_3),-0.03667402104728496,8.730020158410184e-05,0.006555451500769829,0.0,-0.32032428056697515
Median (RMAD),0.27762257741940605,0.32049491277916226,0.33268122728210664,0.32032428056697515,0.0
