,Mean (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Median (RMAD)
Mean (CV),0.0,0.06232877220856937,0.11553282005212007,0.08439441973732079,-0.35280535158773174
Mean (RCIW_1),-0.06232877220856937,0.0,0.05413211175374381,0.020261491287336012,-0.4339107128273281
Mean (RCIW_2),-0.11553282005212007,-0.05413211175374381,0.0,-0.032704972195205254,-0.46953351795618053
Median (RCIW_3),-0.08439441973732079,-0.020261491287336012,0.032704972195205254,0.0,-0.4379719204983332
Median (RMAD),0.35280535158773174,0.4339107128273281,0.46953351795618053,0.4379719204983332,0.0
