File,Instability Functions,Execution Time
prometheus-v0.35.0.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.13824963569641113
prometheus-v0.35.0.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.36080288887023926
prometheus-v0.35.0.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.22413086891174316
prometheus-v0.35.0.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",0.9254834651947021
prometheus-v0.35.0.csv,"(<function rciw_median_p at 0x7debe2356b60>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.4475405216217041
prometheus-v0.36.0.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.13671350479125977
prometheus-v0.36.0.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.3517320156097412
prometheus-v0.36.0.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.22205495834350586
prometheus-v0.36.0.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",0.9524612426757812
prometheus-v0.36.0.csv,"(<function rciw_median_p at 0x7debe2356b60>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.44579648971557617
prometheus-v0.37.0.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.13694238662719727
prometheus-v0.37.0.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.3483288288116455
prometheus-v0.37.0.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.21981048583984375
prometheus-v0.37.0.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",0.9671685695648193
prometheus-v0.37.0.csv,"(<function rciw_median_p at 0x7debe2356b60>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.44028687477111816
prometheus-v0.38.0.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.136810302734375
prometheus-v0.38.0.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.36162805557250977
prometheus-v0.38.0.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.22388172149658203
prometheus-v0.38.0.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",0.9690687656402588
prometheus-v0.38.0.csv,"(<function rciw_median_p at 0x7debe2356b60>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.45036864280700684
prometheus-v0.39.0.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.1374342441558838
prometheus-v0.39.0.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.35826945304870605
prometheus-v0.39.0.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.22122502326965332
prometheus-v0.39.0.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",0.945608377456665
prometheus-v0.39.0.csv,"(<function rciw_median_p at 0x7debe2356b60>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.4680154323577881
toml-v2.0.1.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.15909624099731445
toml-v2.0.1.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.4145205020904541
toml-v2.0.1.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.2568368911743164
toml-v2.0.1.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",1.0993430614471436
toml-v2.0.1.csv,"(<function rciw_median_p at 0x7debe2356b60>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.5359163284301758
toml-v2.0.2.csv,"(<function cv at 0x7dec11650720>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.1700429916381836
toml-v2.0.2.csv,"(<function rmad at 0x7debe2355300>, <function median at 0x7dec8b53bdb0>, <function ci_bootstrap_median_p at 0x7debe2356c00>)",0.42211294174194336
toml-v2.0.2.csv,"(<function rciw_mean_p at 0x7debe2356660>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_p at 0x7debe2356ac0>)",0.25749826431274414
toml-v2.0.2.csv,"(<function rciw_mean_t at 0x7debe2356ca0>, <function mean at 0x7dec8dde22b0>, <function ci_bootstrap_mean_t at 0x7debe2356d40>)",1.1328966617584229
