,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,-0.158203125,-0.10791015625,-0.22900390625,-0.19189453125,-0.120361328125,-0.1484375
Median (CV),0.158203125,0.0,0.0634765625,-0.04248046875,-0.02490234375,-0.0166015625,-0.044677734375
Mean (RCIW_1),0.10791015625,-0.0634765625,0.0,-0.1015625,-0.0908203125,-0.065673828125,-0.09716796875
Mean (RCIW_2),0.22900390625,0.04248046875,0.1015625,0.0,0.0078125,0.02294921875,-0.0087890625
Median (RCIW_3),0.19189453125,0.02490234375,0.0908203125,-0.0078125,0.0,-0.00390625,-0.034423828125
Mean (RMAD),0.120361328125,0.0166015625,0.065673828125,-0.02294921875,0.00390625,0.0,0.0078125
Median (RMAD),0.1484375,0.044677734375,0.09716796875,0.0087890625,0.034423828125,-0.0078125,0.0
