Project,Method,Max Time in s,Max Time in h,Min Time in s,Min Time in h,Time Saved,Time Saved %,Max Warmup in s,Max Warmup in h,Min Warmup in s,Min Warmup in h,Warmup Saved,Warmup Saved %,Fraction of leq 0.01 change,Fraction of leq 0.03 change,Fraction of leq 0.05 change,Fraction of leq 0.1 change,CI Lower Dev,CI Upper Dev
laaber_zipkin-02_21_00-jmh121,cv__mean__ci_bootstrap_mean_p,3840,1.0666666666666667,2255,0.6263888888888889,1585,0.4127604166666667,3840,1.0666666666666667,2900,0.8055555555555556,-3410,0.4127604166666667,0.703125,0.890625,0.984375,0.984375,0.5542153698654771,0.4097398523070089
laaber_zipkin-02_21_00-jmh121,cv__median__ci_bootstrap_median_p,3840,1.0666666666666667,2255,0.6263888888888889,1585,0.4127604166666667,3840,1.0666666666666667,2900,0.8055555555555556,-3410,0.4127604166666667,0.8125,0.953125,0.984375,0.984375,0.6062516478704628,0.3770316897476265
laaber_zipkin-02_21_00-jmh121,rciw_mean_p__mean__ci_bootstrap_mean_p,3840,1.0666666666666667,2793,0.7758333333333333,1047,0.27265625,3840,1.0666666666666667,3280,0.9111111111111111,-4360,0.27265625,0.8125,0.9375,0.984375,0.984375,0.5537484817203778,0.4096683803174804
laaber_zipkin-02_21_00-jmh121,rciw_mean_t__mean__ci_bootstrap_mean_t,3840,1.0666666666666667,3793,1.053611111111111,47,0.012239583333333333,3840,1.0666666666666667,3820,1.0611111111111111,-5710,0.012239583333333333,1.0,1.0,1.0,1.0,0.0090990242547243,0.0052188803617331
laaber_zipkin-02_21_00-jmh121,rciw_median_p__median__ci_bootstrap_median_p,3840,1.0666666666666667,2796,0.7766666666666667,1044,0.271875,3840,1.0666666666666667,3280,0.9111111111111111,-4360,0.271875,0.890625,0.96875,0.984375,0.984375,0.6060919906075466,0.3778853178240972
laaber_zipkin-02_21_00-jmh121,rmad__mean__ci_bootstrap_mean_p,3840,1.0666666666666667,786,0.21833333333333332,3054,0.7953125,3840,1.0666666666666667,2280,0.6333333333333333,-1860,0.7953125,0.40625,0.671875,0.8125,0.921875,1.0973716823580606,0.4097398523070089
laaber_zipkin-02_21_00-jmh121,rmad__median__ci_bootstrap_median_p,3840,1.0666666666666667,786,0.21833333333333332,3054,0.7953125,3840,1.0666666666666667,2280,0.6333333333333333,-1860,0.7953125,0.546875,0.796875,0.90625,0.96875,1.599540385539526,0.3770316897476265
