Project,Method,Max Time in s,Max Time in h,Min Time in s,Min Time in h,Time Saved,Time Saved %,Max Warmup in s,Max Warmup in h,Min Warmup in s,Min Warmup in h,Warmup Saved,Warmup Saved %,Fraction of leq 0.01 change,Fraction of leq 0.03 change,Fraction of leq 0.05 change,Fraction of leq 0.1 change,CI Lower Dev,CI Upper Dev
laaber_jctools,cv__mean__ci_bootstrap_mean_p,37000,10.277777777777777,17998,4.999444444444444,19002,0.5135675675675676,37000,10.277777777777777,23300,6.472222222222222,13700,0.5135675675675676,0.6959459459459459,0.8445945945945946,0.918918918918919,0.9797297297297297,0.2484236722709774,0.1377560927154553
laaber_jctools,rciw_mean_p__mean__ci_bootstrap_mean_p,37000,10.277777777777777,20371,5.658611111111111,16629,0.4494324324324324,37000,10.277777777777777,25150,6.986111111111112,11850,0.4494324324324324,0.7635135135135135,0.9054054054054054,0.9594594594594594,0.9932432432432432,0.121452989648987,0.1059334003327758
laaber_jctools,rciw_mean_t__mean__ci_bootstrap_mean_t,37000,10.277777777777777,23891,6.636388888888889,13109,0.3542972972972973,37000,10.277777777777777,28050,7.791666666666667,8950,0.3542972972972973,0.8040540540540541,0.9459459459459459,0.9797297297297297,1.0,0.1050276773755684,0.0578230705994905
laaber_jctools,rciw_median_p__median__ci_bootstrap_median_p,37000,10.277777777777777,20581,5.716944444444445,16419,0.44375675675675674,37000,10.277777777777777,25400,7.055555555555555,11600,0.44375675675675674,0.7972972972972973,0.918918918918919,0.9594594594594594,0.9932432432432432,0.1289363932068999,0.1094712630460496
laaber_jctools,rmad__median__ci_bootstrap_median_p,37000,10.277777777777777,5172,1.4366666666666668,31828,0.8602162162162162,37000,10.277777777777777,15300,4.25,21700,0.8602162162162162,0.4797297297297297,0.7297297297297297,0.8445945945945946,0.9324324324324325,1.332713595999095,0.4426362730992268
