,Mean (CV),Median (CV),Mean (RCIW_1),Mean (RCIW_2),Median (RCIW_3),Mean (RMAD),Median (RMAD)
Mean (CV),0.0,-0.1072883657763694,0.013580805794477138,-0.03485740153915799,-0.04391127206880942,0.0022634676324128564,-0.07016749660479855
Median (CV),0.1072883657763694,0.0,0.11181530104119511,0.06111362607514713,0.057039384336803986,0.11000452693526483,0.05432322317790855
Mean (RCIW_1),-0.013580805794477138,-0.11181530104119511,0.0,-0.06518786781349027,-0.05160706201901313,0.004979628791308284,-0.0362154821186057
Mean (RCIW_2),0.03485740153915799,-0.06111362607514713,0.06518786781349027,0.0,0.017202354006337708,0.026256224535989137,0.004526935264825713
Median (RCIW_3),0.04391127206880942,-0.057039384336803986,0.05160706201901313,-0.017202354006337708,0.0,0.06337709370755998,0.028519692168401993
Mean (RMAD),-0.0022634676324128564,-0.11000452693526483,-0.004979628791308284,-0.026256224535989137,-0.06337709370755998,0.0,-0.13218650973291082
Median (RMAD),0.07016749660479855,-0.05432322317790855,0.0362154821186057,-0.004526935264825713,-0.028519692168401993,0.13218650973291082,0.0
